,gdasCont,kor,kor_num,keyword,gdasScrVal,mbrNo,goodsNm
69,촉촉하고 쿨링감있고 정말 좋은데 패드에 앰플 양이 조금 부족하다고 느껴져요    ,촉촉하고 쿨링감있고 정말 좋은데 패드에 앰플 양이 조금 부족하다고 느껴져요    ,4.0,링감 부족 패드 앰프,8.0,M0000018029532,[선우PICK]메디힐 티트리 진정 패드 100매
70,마스크팩은 뭔가 마음 먹고 해야해서 자주 못 하는데 이 패드로 진정해주니까 좋아요 ,마스크팩은 뭔가 마음 먹고 해야해서 자주 못 하는데 이 패드로 진정해주니까 좋아요 ,4.0,마스크 진정 패드 마음,10.0,M0000003613449,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
71,마데카소쓰다가 티트리도 썼는데 둘 다 무난하게 예민한 피부라 뭐 일어나지 않고  잘 썼던 것 같아요ㅎㅎ 역시 팩 잘하는 브랜드가 패드도 잘 만들더라구요  다음에도 구입할 생각 있을 정도로 괜찮았던 제품입니다,마데카소쓰다가 티트리도 썼는데 둘 다 무난하게 예민한 피부라 뭐 일어나지 않고  잘 썼던 것 같아요ㅎㅎ 역시 팩 잘하는 브랜드가 패드도 잘 만들더라구요  다음에도 구입할 생각 있을 정도로 괜찮았던 제품입니다,10.0,패드 피부 제품 브랜드 구입 티트리 마데카소쓰다 생각 정도 다음,10.0,M0000003946263,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
72,에센스가 패드에 충분히 적셔져 있어요 진정과 피부 붉은기 있을 때 사용하면 많이 좋아져요,에센스가 패드에 충분히 적셔져 있어요 진정과 피부 붉은기 있을 때 사용하면 많이 좋아져요,6.0,사용 진정 붉은기 패드 피부 에센스,10.0,M0000002966304,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
73,좋아요 원래 다른거 계속 쓰다 이번에 바꾼건데 각질정리 완전 잘됨,좋아요 원래 다른거 계속 쓰다 이번에 바꾼건데 각질정리 완전 잘됨,3.0,이번 각질 정리,10.0,M0000019731890,[선우PICK]메디힐 티트리 진정 패드 100매
74,세번째 구매하는데 너무 좋아영     패드 통도 재활용 가능  ,세번째 구매하는데 너무 좋아영     패드 통도 재활용 가능  ,4.0,활용 패드 구매 가능,10.0,M0000014495074,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
75,저번부터 쓰던건데 그냥 무난하게 잘 쓰고 있는 것 같아요  ,저번부터 쓰던건데 그냥 무난하게 잘 쓰고 있는 것 같아요  ,1.0,저번,10.0,M0000010202549,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
76,드디어 한 통 다 비우고 새로 사려고요  편하게 쓰기엔 최고인 것 같아요  자극성도 없고 시원해서 닥토로 딱입니다 ,드디어 한 통 다 비우고 새로 사려고요  편하게 쓰기엔 최고인 것 같아요  자극성도 없고 시원해서 닥토로 딱입니다 ,3.0,닥토로 최고 자극,10.0,M0000017828786,[선우PICK]메디힐 티트리 진정 패드 100매
77,닦토패드용 보다는 팩 대용으로 쓰기 좋은 것 같아요  200장으로 양도 많아서 쓰기 편하고요 드라이기 할 때 붙이고 하면 좋아요,닦토패드용 보다는 팩 대용으로 쓰기 좋은 것 같아요  200장으로 양도 많아서 쓰기 편하고요 드라이기 할 때 붙이고 하면 좋아요,4.0,닦토패드 드라이기 양도 대용,10.0,M0000004606370,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
78,패드 정착템       민감한 날이거나 진정 필요한 날에는 팩으로도 올려주는데 그러면 다음날 바로 진정 돼있어요 ㅠㅠㅠ 최고입니다,패드 정착템       민감한 날이거나 진정 필요한 날에는 팩으로도 올려주는데 그러면 다음날 바로 진정 돼있어요 ㅠㅠㅠ 최고입니다,6.0,정착 다음 필요 패드 최고 민감,10.0,M0000013010530,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
79,좋아요 충분하게 적셔져있고 피부에 크게자극없이 잘 쓰고있습니당ㅁ,좋아요 충분하게 적셔져있고 피부에 크게자극없이 잘 쓰고있습니당ㅁ,2.0,피부 자극,10.0,M0000000274173,[선우PICK]메디힐 티트리 진정 패드 100매
80,마스크팩을 잘 쓰고 있어서 패드까지 구매해봤어요 홍조 진정에 좋을듯해요,마스크팩을 잘 쓰고 있어서 패드까지 구매해봤어요 홍조 진정에 좋을듯해요,5.0,구매 진정 마스크 홍조 패드,10.0,M0000001350192,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
81,거즈면이라 처음에는 생소하고 낯설어서 따가우면 어쩌지 했는데 제가 예민한 피부인데도 불구하고 닦았을 때 큰 자극을 느끼지는 않았습니다 대신 조금 쉽게 떨어질 수도 있지만 또 가만히 있으면 엄청 떨어지고 그러지는 않아요  세일하면 무난하게 잘 사용할 수 있어서 또 살 것 같아요,거즈면이라 처음에는 생소하고 낯설어서 따가우면 어쩌지 했는데 제가 예민한 피부인데도 불구하고 닦았을 때 큰 자극을 느끼지는 않았습니다 대신 조금 쉽게 떨어질 수도 있지만 또 가만히 있으면 엄청 떨어지고 그러지는 않아요  세일하면 무난하게 잘 사용할 수 있어서 또 살 것 같아요,7.0,피부 대신 자극 거즈 사용 처음 세일,10.0,M0000019883628,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
82,올영 세일할 때 한번 사봤는데   생각보다 너무 좋아유 패드 크기가 커서 더 좋은 것 같아요 굿 ,올영 세일할 때 한번 사봤는데   생각보다 너무 좋아유 패드 크기가 커서 더 좋은 것 같아요 굿 ,4.0,생각 세일 크기 패드,10.0,M0000020567220,[선우PICK]메디힐 티트리 진정 패드 100매
83,진정에 좋은 것 같아요    그리고 팩하고 머리 말리기도 좋고 잘 붙어있구 떼면 넘 촉촉 그자체   ,진정에 좋은 것 같아요    그리고 팩하고 머리 말리기도 좋고 잘 붙어있구 떼면 넘 촉촉 그자체   ,3.0,진정 자체 머리,10.0,M0000014501723,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
84,다양한 진정패드 중에 안착한 아이템  진정효과도 만족스럽고 사이즈도 사각으로 커서 좋아요 ,다양한 진정패드 중에 안착한 아이템  진정효과도 만족스럽고 사이즈도 사각으로 커서 좋아요 ,8.0,사이즈 만족 아이템 패드 사각 진정 효과 다양,8.0,M0000010278218,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
85,진짜 민감한 피분데 다른 건 패드 바르면 얼굴이 불긋하던데 이건 얇아서 머리 말리는 동안 붙여놓고 머리 말리고 패드로 얼굴 닦으니까 금방 진정되더군요 넘 조아요,진짜 민감한 피분데 다른 건 패드 바르면 얼굴이 불긋하던데 이건 얇아서 머리 말리는 동안 붙여놓고 머리 말리고 패드로 얼굴 닦으니까 금방 진정되더군요 넘 조아요,8.0,얼굴 피부 불긋 머리 조아요 민감 동안 패드,10.0,M0000020591196,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
86,진정패드 최고에용 100매라 양도넉넉하고 세일하면 가격도 좋아요,진정패드 최고에용 100매라 양도넉넉하고 세일하면 가격도 좋아요,4.0,가격 최고 세일 패드,10.0,M0000003742342,[선우PICK]메디힐 티트리 진정 패드 100매
87,양도넉넉하고 무엇보다 진정에 너무 좋아요 재구매템입니다,양도넉넉하고 무엇보다 진정에 너무 좋아요 재구매템입니다,2.0,재구매템 진정,10.0,M0000003742342,[선우PICK]메디힐 티트리 진정 패드 100매
88,환절기에 피부가 뒤집어져서 구매했는데 진정에 확실히 효과있는것같아요 가끔 팩으로 올려놓기 좋아요  ,환절기에 피부가 뒤집어져서 구매했는데 진정에 확실히 효과있는것같아요 가끔 팩으로 올려놓기 좋아요  ,5.0,효과 구매 진정 환절기 피부,10.0,M0000013516658,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
89,이거 ㄹㅇ 개꿀 얇고 넓고 토너 양도 많아서 챱 얹어놓으면 그냥 내 얼굴이고 너무 편함 얼굴에 얹어도 빨리 마르지도 않구 맨날 쓰니까 피부 레전드로 젛아짐 붉은기도 사라지는 것 같구 진정은 말해뭐해임 ㄹㅇ 토너 양 레전드로 많고 리필도 편하구 좋아염 토너패드는 메디힐이 짱인듯,이거 ㄹㅇ 개꿀 얇고 넓고 토너 양도 많아서 챱 얹어놓으면 그냥 내 얼굴이고 너무 편함 얼굴에 얹어도 빨리 마르지도 않구 맨날 쓰니까 피부 레전드로 젛아짐 붉은기도 사라지는 것 같구 진정은 말해뭐해임 ㄹㅇ 토너 양 레전드로 많고 리필도 편하구 좋아염 토너패드는 메디힐이 짱인듯,12.0,얼굴 진정 피부 토너 젛아짐 패드 메디 양도 붉은기 레전드 마르지 리필,10.0,M0000021240005,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
90,전 너무 좋아서 엄청 자주쓰고 패드가 커서 볼에 붙이기 너무 좋아용,전 너무 좋아서 엄청 자주쓰고 패드가 커서 볼에 붙이기 너무 좋아용,1.0,패드,10.0,M0000004621186,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
91,생각보다얇아서 붙이기도좋고 크기도커서 너무좋아요 촉촉해지고진정되는느낌이라 좋아요 ,생각보다얇아서 붙이기도좋고 크기도커서 너무좋아요 촉촉해지고진정되는느낌이라 좋아요 ,4.0,생각 진정 느낌 크기,10.0,M0000000790784,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
92,메디힐 팩도 잘 사용하고 있어서 패드도 사봤는데 확실히 얇아서 좋네요   잘 사용하고 있습니다  ,메디힐 팩도 잘 사용하고 있어서 패드도 사봤는데 확실히 얇아서 좋네요   잘 사용하고 있습니다  ,3.0,패드 메디 사용,10.0,M0000017443673,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
93,얇고 양도 많아서 매일 쓰기에 부담이 없어요  매일 아침 저녁으로 팩으로 사용하기 좋아요,얇고 양도 많아서 매일 쓰기에 부담이 없어요  매일 아침 저녁으로 팩으로 사용하기 좋아요,5.0,아침 저녁 부담 양도 사용,10.0,M0000003446092,[선우PICK]메디힐 티트리 진정 패드 100매
94,원래 메디힐 마스크팩을 썼었는데 이게 훨씬 편한 것 같아요  오래 쓸 수 있고 끈적거리지 않아서 너무 좋어요,원래 메디힐 마스크팩을 썼었는데 이게 훨씬 편한 것 같아요  오래 쓸 수 있고 끈적거리지 않아서 너무 좋어요,2.0,마스크 메디,10.0,M0000011553288,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
95,저는 모루겠는데 엄마랑 동생이 좋다고 뺏어써요  시키지도않았는데 리필도 사오고  다른버젼도 사라네요  아빠한테 사용했더니 열감이 많이 갈아앉았어요  좋은거 같습니다 ,저는 모루겠는데 엄마랑 동생이 좋다고 뺏어써요  시키지도않았는데 리필도 사오고  다른버젼도 사라네요  아빠한테 사용했더니 열감이 많이 갈아앉았어요  좋은거 같습니다 ,7.0,동생 사용 아빠 엄마 다른버젼 모루 리필,10.0,M0000013768566,[선우PICK]메디힐 티트리 진정 패드 100매
96,써보니까 확실히 진정효과가 있어서 꾸준히 사용중입니다  ,써보니까 확실히 진정효과가 있어서 꾸준히 사용중입니다  ,2.0,사용 효과,10.0,M0000004542071,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
97,기대했던 것 만큼 좋아요 다음에 또 구매의향 있습니다 다들 사세요,기대했던 것 만큼 좋아요 다음에 또 구매의향 있습니다 다들 사세요,3.0,다음 기대 구매,10.0,M0000011958117,[선우PICK]메디힐 티트리 진정 패드 100매
98,제가 티트리 성분에 얼굴에 잘 맞아서 그런지는 모르겠지만 밤마다 팩처럼 쓰는데 얼굴이 많이 진정되서  너무 좋은거 같아용 양도 많고 다쓰면 또 사야겠어요,제가 티트리 성분에 얼굴에 잘 맞아서 그런지는 모르겠지만 밤마다 팩처럼 쓰는데 얼굴이 많이 진정되서  너무 좋은거 같아용 양도 많고 다쓰면 또 사야겠어요,4.0,얼굴 성분 양도 트리,10.0,M0000012003107,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
99,솔직히 처음 샀을 때는 그냥 저냥이었는데 사용해보니 데일리로 각질 케어하기 너무 좋아요  드라이기할 때 붙이고 있으면 건조하지도 않고 굿입니다   다만 거즈 형태다 보니 붙일 때는 좋으나 닦을 땐 자극이 조금 있어요  ㅠㅜ,솔직히 처음 샀을 때는 그냥 저냥이었는데 사용해보니 데일리로 각질 케어하기 너무 좋아요  드라이기할 때 붙이고 있으면 건조하지도 않고 굿입니다   다만 거즈 형태다 보니 붙일 때는 좋으나 닦을 땐 자극이 조금 있어요  ㅠㅜ,10.0,건조 사용 데일리 자극 케어 드라이기 처음 거즈 형태 각질,10.0,M0000018377976,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
100,건조함과 마스크로 인해 피부에 뾰루지 같은게 올라와서 사봤어요 나쁘지 않은 듯 합니다,건조함과 마스크로 인해 피부에 뾰루지 같은게 올라와서 사봤어요 나쁘지 않은 듯 합니다,4.0,마스크 피부 뾰루지 건조,8.0,M0000002424355,[선우PICK]메디힐 티트리 진정 패드 100매
101,촉촉하고 닭토로사용하는데 피부에 잘흡수되네요  다음에도 구매할생각입니다,촉촉하고 닭토로사용하는데 피부에 잘흡수되네요  다음에도 구매할생각입니다,6.0,사용 구매 생각 다음 피부 흡수,10.0,M0000021960986,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
102,진정이 완전 잘 되구요 생각보다 많이 들어있어서 다음에 또 살거 같아용 ,진정이 완전 잘 되구요 생각보다 많이 들어있어서 다음에 또 살거 같아용 ,3.0,다음 생각 진정,10.0,M0000019500038,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
103,여드름에 드리마티관 효과는 없는거 같고 가끔 여드름 올라올 때 쓰고 있어요,여드름에 드리마티관 효과는 없는거 같고 가끔 여드름 올라올 때 쓰고 있어요,3.0,여드름 효과 드리마티관,10.0,M0000004695762,[선우PICK]메디힐 티트리 진정 패드 100매
104,매일 아침 저녁으로 사용중인데 좋아요   리필도 넉넉해서 좋아요,매일 아침 저녁으로 사용중인데 좋아요   리필도 넉넉해서 좋아요,4.0,사용 아침 저녁 리필,10.0,M0000000539281,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
105,패드 사이즈에 만족했고 에센스가 넉넉해서 좋았고요 2만원대 2개 득템 할 수있어서 좋았습니다  하루에 2개 3개 쓰는데요 피부가 날로 매끈해 지는것 같아서 좋습니다 또 재구매할 예정입니당 ㅎㅎ,패드 사이즈에 만족했고 에센스가 넉넉해서 좋았고요 2만원대 2개 득템 할 수있어서 좋았습니다  하루에 2개 3개 쓰는데요 피부가 날로 매끈해 지는것 같아서 좋습니다 또 재구매할 예정입니당 ㅎㅎ,8.0,구매 만족 하루 사이즈 피부 에센스 예정 패드,10.0,M0000010922298,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필)
