mbrNo,goodsNm,gdasScrVal,dispRegDate
M0000015927717,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.14
M0000003877309,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.13
M0000011958117,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.13
M0000017305687,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.13
M0000004613826,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.13
M0000002115499,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),8.0,2023.03.12
M0000019500038,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.12
M0000002832953,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.12
M0000004548305,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.12
M0000002896741,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),6.0,2023.03.12
M0000017810346,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.12
M0000020077499,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.12
M0000020077499,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.12
M0000020166330,[선우PICK]메디힐 티트리 진정 패드 100매,6.0,2023.03.12
M0000014686273,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.11
M0000019316484,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.11
M0000019316484,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.11
M0000010577285,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),8.0,2023.03.11
M0000013992651,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.10
M0000001532852,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.10
M0000000450594,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.10
M0000004620484,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.10
M0000004055947,[선우PICK]메디힐 티트리 진정 패드 100매,8.0,2023.03.10
M0000012189765,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.10
M0000014365933,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),8.0,2023.03.10
M0000003590487,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.09
M0000018256074,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),8.0,2023.03.09
M0000002117271,[선우PICK]메디힐 티트리 진정 패드 100매,8.0,2023.03.09
M0000003820673,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),8.0,2023.03.09
M0000003852226,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.09
M0000018841945,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),8.0,2023.03.09
M0000010449190,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.09
M0000004572278,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.09
M0000015558162,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.09
M0000011988357,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.08
M0000020492983,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.08
M0000010131054,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.08
M0000018822398,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.08
M0000014562343,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.08
M0000016047988,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.08
M0000001823085,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.08
M0000000457037,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.08
M0000004306835,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.08
M0000004606370,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.07
M0000004663400,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.07
M0000015071224,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.07
M0000015287514,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.07
M0000003726078,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.07
M0000003986931,[선우PICK]메디힐 티트리 진정 패드 100매,4.0,2023.03.07
M0000021383166,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),8.0,2023.03.07
M0000019470075,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.07
M0000013788807,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.07
M0000010990690,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.07
M0000004478255,[선우PICK]메디힐 티트리 진정 패드 100매,8.0,2023.03.07
M0000003678818,[선우PICK]메디힐 티트리 진정 패드 100매,6.0,2023.03.07
M0000003900003,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.07
M0000017208233,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.07
M0000013961951,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),8.0,2023.03.07
M0000018613362,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.07
M0000013521198,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.07
M0000011491498,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.07
M0000010985705,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.07
M0000011671417,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.07
M0000003742342,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.07
M0000003354093,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.07
M0000014999831,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),8.0,2023.03.06
M0000012942739,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.06
M0000010482892,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.06
M0000013036446,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.06
M0000003776019,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.06
M0000014182434,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.06
M0000017919320,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.06
M0000017919320,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.06
M0000014744153,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.06
M0000020822242,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.06
M0000015347521,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.06
M0000011953727,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.06
M0000018625151,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.06
M0000011168494,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.06
M0000004092951,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.06
M0000010079012,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.06
M0000001748429,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.06
M0000011214382,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.06
M0000003150739,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.06
M0000019899560,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.05
M0000015933987,[선우PICK]메디힐 티트리 진정 패드 더블 기획 (100매+100매 리필),10.0,2023.03.05
M0000004695762,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.05
M0000010636609,[선우PICK]메디힐 티트리 진정 패드 100매,10.0,2023.03.05
M0000014054081,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.25
M0000003371336,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.24
M0000000379936,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.24
M0000000379936,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.23
M0000019944014,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.22
M0000003672588,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.20
M0000000146745,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.20
M0000021292706,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.17
M0000004382591,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.16
M0000003341516,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.15
M0000020050424,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.14
M0000003649916,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.14
M0000003929084,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.14
M0000014054081,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.13
M0000000836749,크리넥스 99.9% 항균 안심물티슈 10매,8.0,2023.04.13
M0000013068891,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.11
M0000003803227,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.11
M0000003799809,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.08
M0000016924678,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.07
M0000013648727,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.05
M0000019687498,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.05
M0000010597875,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.04
M0000004200054,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.04
M0000013188289,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.03
M0000011650586,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.02
M0000001453762,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.02
M0000018090650,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.04.02
M0000003940820,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.30
M0000003532951,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.29
M0000003532951,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.29
M0000003689413,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.26
M0000003481869,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.25
M0000003481869,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.25
M0000019744466,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.24
M0000010836939,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.23
M0000003898602,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.19
M0000010863960,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.19
M0000003566787,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.17
M0000013628720,크리넥스 99.9% 항균 안심물티슈 10매,8.0,2023.03.17
M0000016745206,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.15
M0000014054081,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.15
M0000010206001,크리넥스 99.9% 항균 안심물티슈 10매,8.0,2023.03.14
M0000004520991,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.13
M0000019561071,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.12
M0000003371336,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.09
M0000017051058,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.09
M0000013068891,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.08
M0000014089365,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.07
M0000004491568,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.07
M0000004491568,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.07
M0000018118137,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.06
M0000004189812,크리넥스 99.9% 항균 안심물티슈 10매,8.0,2023.03.06
M0000019118565,크리넥스 99.9% 항균 안심물티슈 10매,8.0,2023.03.05
M0000004537397,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.04
M0000013590146,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.03
M0000018090650,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.03.03
M0000021292706,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.02.28
M0000001453762,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.02.26
M0000003649916,크리넥스 99.9% 항균 안심물티슈 10매,10.0,2023.02.23
M0000003815539,C08,10.0,0
M0000015099868,"C08""",10.0,N
M0000015610896,C05,10.0,0
M0000004326505,C04,10.0,0
M0000010249469,C05,10.0,0
M0000012979741,C02,10.0,CJ 맛밤 80g
M0000004663751,"C06""",10.0,N
M0000011232109,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.26
M0000004468478,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.25
M0000010871341,"C10""",10.0,N
M0000018062818,C02,10.0,0
M0000018462182,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.23
M0000019089926,C04,10.0,0
M0000000387793,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.22
M0000011894016,C03,10.0,sey****
M0000016601897,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.20
M0000004362706,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.18
M0000010769265,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.18
M0000010769265,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.18
M0000020467330,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.17
M0000019244533,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.17
M0000019244529,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.17
M0000019593009,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.17
M0000016376288,C02,10.0,고려은단 알티지 오메가3 60캡슐 (60일분)
M0000004029336,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.13
M0000021928353,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.13
M0000004588127,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.12
M0000001084869,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.12
M0000001084869,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.12
M0000002424355,고려은단 알티지 오메가3 60캡슐 (60일분),8.0,2023.04.12
M0000013206120,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.12
M0000000701886,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.11
M0000012425901,"C09""",10.0,N
M0000004152681,고려은단 알티지 오메가3 60캡슐 (60일분),8.0,2023.04.10
M0000003758626,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.10
M0000003542805,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.09
M0000014963851,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.08
M0000003253526,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.08
M0000011318093,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.08
M0000000237215,"C09""",10.0,N
M0000002081374,C03,8.0,0
M0000003058809,고려은단 알티지 오메가3 60캡슐 (60일분),8.0,2023.04.07
M0000016086241,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.07
M0000016396428,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.07
M0000014658796,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.06
M0000016946508,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.06
M0000020798339,C03,10.0,0
M0000000917294,고려은단 알티지 오메가3 60캡슐 (60일분),8.0,2023.04.05
M0000010023224,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.05
M0000019377541,고려은단 알티지 오메가3 60캡슐 (60일분),10.0,2023.04.05
